category,model,status,n_candidates,n_tried,elapsed_s,note
bottom_cabinet,lhucjo,too_large,0,0,0.0,too_large(max_dim=0.85m)
bottom_cabinet,lwjdmj,too_large,0,0,0.0,too_large(max_dim=0.92m)
bottom_cabinet,mbmbpa,graspable,704,5,9.7,i=25 z_rise=0.063
bottom_cabinet,mwgceh,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,mxrzpj,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,ncbfwr,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,nddvba,graspable,800,13,21.4,i=72 z_rise=0.072
bottom_cabinet,nnvyol,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,nrlayx,too_large,0,0,0.0,too_large(max_dim=0.92m)
bottom_cabinet,nyfebf,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,ojceew,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,olgoza,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,phoesw,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,pkdnbu,graspable,768,37,63.3,i=124 z_rise=0.069
bottom_cabinet,plccav,too_large,0,0,0.0,too_large(max_dim=0.60m)
bottom_cabinet,pllcur,too_large,0,0,0.0,too_large(max_dim=0.82m)
bottom_cabinet,pzjecb,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,qacthv,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,qbdweu,too_large,0,0,0.0,too_large(max_dim=1.37m)
bottom_cabinet,qkgfln,too_large,0,0,0.0,too_large(max_dim=0.92m)
bottom_cabinet,rhdbzv,too_large,0,0,0.0,too_large(max_dim=2.34m)
bottom_cabinet,rmmvcd,too_large,0,0,0.0,too_large(max_dim=1.95m)
bottom_cabinet,rntwkg,too_large,0,0,0.0,too_large(max_dim=0.57m)
bottom_cabinet,rvpunw,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,rvunhj,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,ryznya,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,slgzfc,too_large,0,0,0.0,too_large(max_dim=0.54m)
bottom_cabinet,smujam,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,songes,too_large,0,0,0.0,too_large(max_dim=0.84m)
bottom_cabinet,sxppcj,too_large,0,0,0.0,too_large(max_dim=0.75m)
bottom_cabinet,tolupn,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,ttmejh,too_large,0,0,0.0,too_large(max_dim=0.61m)
bottom_cabinet,twhums,too_large,0,0,0.0,too_large(max_dim=0.92m)
bottom_cabinet,ujniob,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,vceupd,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,vespxk,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,wesxdp,too_large,0,0,0.0,too_large(max_dim=0.86m)
bottom_cabinet,xiurwn,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,xpdbgf,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,xqmipa,too_large,0,0,0.0,too_large(max_dim=2.35m)
bottom_cabinet,ybntlp,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,yohygj,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,yxfueo,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,zuwvdo,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet_no_top,apjbrw,too_large,0,0,0.0,too_large(max_dim=0.61m)
bottom_cabinet_no_top,bmsclc,too_large,0,0,0.0,too_large(max_dim=0.60m)
bottom_cabinet_no_top,exgntg,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet_no_top,fmelap,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet_no_top,gjeoer,too_large,0,0,0.0,too_large(max_dim=2.81m)
bottom_cabinet_no_top,gjrero,too_large,0,0,0.0,too_large(max_dim=0.73m)
bottom_cabinet_no_top,motill,too_large,0,0,0.0,too_large(max_dim=0.61m)
bottom_cabinet_no_top,ncgmqr,too_large,0,0,0.0,too_large(max_dim=0.70m)
bottom_cabinet_no_top,ozzcvs,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet_no_top,pluwfl,too_large,0,0,0.0,too_large(max_dim=0.73m)
bottom_cabinet_no_top,qohxjq,too_large,0,0,0.0,too_large(max_dim=0.62m)
bottom_cabinet_no_top,qudfwe,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet_no_top,rkgjer,too_large,0,0,0.0,too_large(max_dim=3.06m)
bottom_cabinet_no_top,spojpj,too_large,0,0,0.0,too_large(max_dim=0.62m)
bottom_cabinet_no_top,ufhpbn,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet_no_top,vdedzt,too_large,0,0,0.0,too_large(max_dim=0.63m)
bottom_cabinet_no_top,vzzafs,too_large,0,0,0.0,too_large(max_dim=0.87m)
bottom_cabinet_no_top,wamrju,too_large,0,0,0.0,too_large(max_dim=0.60m)
bottom_cabinet_no_top,wtnrwl,too_large,0,0,0.0,too_large(max_dim=0.82m)
bouillon_cube,ctzwzz,no_grasp,384,91,93.3,
boulder,aqgqkc,too_large,0,0,0.0,too_large(max_dim=1.18m)
boulder,axxuoc,too_large,0,0,0.0,too_large(max_dim=1.49m)
boulder,cystrq,no_grasp,48,16,17.4,
boulder,flldzz,too_large,0,0,0.0,too_large(max_dim=0.66m)
boulder,fplkmx,no_grasp,48,15,16.1,
boulder,gptwey,too_large,0,0,0.0,too_large(max_dim=0.50m)
boulder,ibmosd,no_grasp,256,95,106.7,
boulder,jzbcis,no_grasp,752,76,77.7,
boulder,kmiazp,too_large,0,0,0.0,too_large(max_dim=1.25m)
boulder,kmzdov,too_large,0,0,0.0,too_large(max_dim=1.45m)
boulder,lwndzg,no_grasp,32,11,11.1,
boulder,qaepnw,no_grasp,96,10,11.8,
boulder,vxbkjq,too_large,0,0,0.0,too_large(max_dim=1.63m)
boulder,whsafp,no_grasp,112,29,31.3,
boulder,wxvbzg,no_grasp,640,46,45.2,
boulder,zzvigh,too_large,0,0,0.0,too_large(max_dim=0.69m)
bouquet,hrvulc,graspable,464,41,47.2,i=139 z_rise=0.073
bow,fhchql,no_grasp,144,22,26.1,
bow,puwdwq,no_grasp,288,59,64.8,
bowl,adciys,graspable,688,2,6.4,i=3 z_rise=0.081
bowl,ajzltc,graspable,608,2,6.6,i=8 z_rise=0.065
bowl,aspeds,graspable,784,14,19.9,i=72 z_rise=0.048
bowl,belcml,graspable,448,4,8.9,i=17 z_rise=0.041
bowl,bexgtn,graspable,448,2,5.3,i=6 z_rise=0.059
bowl,byzaxy,graspable,480,17,24.7,i=71 z_rise=0.071
bowl,ckxwea,graspable,784,6,12.2,i=38 z_rise=0.055
bowl,cypjlv,graspable,176,2,5.8,i=5 z_rise=0.058
bowl,dalyim,graspable,560,15,23.6,i=69 z_rise=0.046
bowl,eawgwj,graspable,400,6,10.2,i=48 z_rise=0.049
bowl,eipwho,graspable,208,1,4.7,i=0 z_rise=0.071
bowl,fedafr,graspable,768,2,4.9,i=13 z_rise=0.071
bowl,feuaak,graspable,416,2,6.1,i=2 z_rise=0.077
bowl,fiarri,graspable,592,1,4.6,i=1 z_rise=0.050
bowl,fwdfeg,graspable,352,4,7.9,i=6 z_rise=0.067
bowl,haewxp,no_grasp,720,37,45.4,
bowl,hitnkv,graspable,368,3,7.7,i=11 z_rise=0.056
bowl,hpqjug,graspable,592,1,5.1,i=3 z_rise=0.059
bowl,hynhgz,graspable,384,3,7.5,i=6 z_rise=0.171
bowl,jblalf,graspable,704,22,30.4,i=85 z_rise=0.070
bowl,jfvjep,graspable,592,11,19.9,i=45 z_rise=0.067
bowl,jhtxxh,graspable,736,22,27.1,i=324 z_rise=0.061
bowl,jpvcjv,graspable,896,4,9.6,i=26 z_rise=0.051
bowl,kasebx,graspable,544,1,4.5,i=1 z_rise=0.051
bowl,kdkrov,graspable,192,6,11.5,i=71 z_rise=0.052
bowl,kthvrl,graspable,640,2,5.7,i=2 z_rise=0.064
bowl,lgaxzt,no_grasp,832,58,89.6,
bowl,mspdar,graspable,672,3,8.0,i=10 z_rise=0.064
bowl,nkkhbn,graspable,592,21,34.1,i=107 z_rise=0.040
bowl,nmhxfz,graspable,480,29,40.1,i=317 z_rise=0.054
bowl,npuuir,graspable,576,2,6.0,i=5 z_rise=0.057
bowl,oyidja,graspable,528,12,18.9,i=43 z_rise=0.103
bowl,pihjqa,graspable,720,86,116.6,i=365 z_rise=0.171
bowl,pyilfa,no_grasp,480,70,88.1,
bowl,qzodht,graspable,672,19,28.7,i=116 z_rise=0.061
bowl,rbnyxi,graspable,432,1,4.6,i=7 z_rise=0.047
bowl,rlwpcd,graspable,528,6,11.4,i=41 z_rise=0.077
bowl,sqqahm,graspable,544,2,7.1,i=1 z_rise=0.053
bowl,szgdpc,graspable,816,21,32.0,i=109 z_rise=0.049
bowl,tvtive,graspable,768,1,4.6,i=6 z_rise=0.048
bowl,tyczoo,graspable,352,3,5.2,i=4 z_rise=0.044
bowl,vccsrl,graspable,576,20,27.8,i=76 z_rise=0.059
bowl,wryghu,graspable,560,9,13.5,i=29 z_rise=0.042
bowl,wtepsx,graspable,496,1,3.7,i=2 z_rise=0.041
bowl,xplzbo,graspable,96,8,14.6,i=33 z_rise=0.096
bowl,xpnlup,graspable,496,1,4.3,i=9 z_rise=0.053
bowl,ycbbwl,graspable,304,5,8.7,i=33 z_rise=0.064
bowling_ball,qzzett,no_grasp,64,24,24.6,
box_of_almond_milk,oiiqwq,graspable,912,14,21.4,i=30 z_rise=0.042
box_of_aluminium_foil,lhwgty,graspable,336,6,10.0,i=21 z_rise=0.056
box_of_apple_juice,pttzdw,graspable,576,18,20.8,i=42 z_rise=0.043
box_of_apple_juice,zjzgjy,graspable,144,1,3.2,i=2 z_rise=0.062
box_of_baking_mix,fmewsz,graspable,192,2,4.3,i=4 z_rise=0.044
box_of_baking_mix,fnbgwd,graspable,336,1,3.3,i=0 z_rise=0.061
box_of_baking_mix,lgusnr,graspable,128,1,3.3,i=1 z_rise=0.081
box_of_baking_mix,ltccey,graspable,80,1,3.3,i=3 z_rise=0.047
box_of_baking_mix,luwlfd,graspable,48,4,6.9,i=6 z_rise=0.059
box_of_baking_mix,qkvqkm,graspable,224,1,3.3,i=1 z_rise=0.077
box_of_baking_mix,uhvkxj,graspable,144,1,3.3,i=2 z_rise=0.078
box_of_baking_mix,xcxrek,graspable,352,2,4.2,i=3 z_rise=0.071
box_of_baking_powder,vzgrlv,graspable,592,6,9.1,i=14 z_rise=0.082
box_of_baking_powder,zevydc,graspable,624,2,5.0,i=6 z_rise=0.051
box_of_baking_soda,pskrgy,graspable,576,5,7.9,i=13 z_rise=0.073
box_of_barley,lxpwnw,graspable,544,21,27.4,i=59 z_rise=0.058
box_of_beer,lzrdiz,timeout,384,133,180.3,settle 133
box_of_beer,ubvfih,no_candidates,0,0,1.6,
box_of_brown_sugar,kqyevo,graspable,480,2,4.4,i=3 z_rise=0.072
box_of_butter,mfjuil,graspable,320,4,6.9,i=9 z_rise=0.054
box_of_butter,oixapu,graspable,272,1,3.2,i=2 z_rise=0.057
box_of_candy,gvreky,graspable,720,20,25.2,i=68 z_rise=0.046
box_of_candy,jodwfv,no_grasp,16,0,1.6,
box_of_cane_sugar,cqlofx,graspable,656,5,8.1,i=12 z_rise=0.123
box_of_cane_sugar,gpbobo,graspable,544,8,12.2,i=16 z_rise=0.066
box_of_cane_sugar,pozpqi,graspable,496,9,14.4,i=24 z_rise=0.047
box_of_cane_sugar,qvjiti,graspable,384,6,11.6,i=13 z_rise=0.063
box_of_cane_sugar,rvsivw,no_candidates,0,0,1.5,
box_of_cereal,dkhgxn,graspable,144,10,13.6,i=23 z_rise=0.066
box_of_cereal,hcwbzw,graspable,656,3,5.2,i=9 z_rise=0.056
box_of_cereal,hosfhj,graspable,608,10,12.8,i=33 z_rise=0.046
box_of_cereal,ihedod,graspable,464,4,6.9,i=6 z_rise=0.044
box_of_cereal,iucshm,graspable,800,4,6.2,i=12 z_rise=0.059
box_of_cereal,pfwgkm,graspable,304,1,3.3,i=1 z_rise=0.078
box_of_cereal,qirvmd,graspable,672,2,4.4,i=8 z_rise=0.055
box_of_cereal,sgirte,graspable,480,10,13.0,i=30 z_rise=0.115
box_of_cereal,surzft,graspable,736,23,29.0,i=60 z_rise=0.061
box_of_cereal,tiykku,graspable,784,6,10.7,i=15 z_rise=0.066
box_of_cereal,wdkcbu,graspable,448,2,4.8,i=1 z_rise=0.051
box_of_cereal,wrlalk,graspable,544,1,3.3,i=0 z_rise=0.070
box_of_cereal,ykuyqb,graspable,608,23,29.5,i=55 z_rise=0.068
box_of_cereal,yorray,graspable,368,10,14.4,i=18 z_rise=0.043
box_of_champagne,cizogj,no_grasp,16,0,1.4,
box_of_champagne,lfygch,no_candidates,0,0,1.6,
box_of_champagne,rjsibn,no_candidates,0,0,1.4,
box_of_chocolates,bdvkbh,no_grasp,368,96,97.9,
box_of_coconut_milk,dagbyl,graspable,832,2,4.8,i=2 z_rise=0.062
box_of_coffee,cjtadw,graspable,464,2,4.4,i=2 z_rise=0.069
box_of_coffee,mreyla,graspable,720,2,4.8,i=8 z_rise=0.043
box_of_cookies,apjokz,no_grasp,256,0,1.5,
box_of_cookies,dlhqft,no_grasp,576,0,1.5,
box_of_cookies,fsdjun,no_candidates,0,0,1.5,
box_of_cookies,fzlaol,no_grasp,704,0,1.5,
box_of_cookies,hdgsxz,no_grasp,784,0,1.5,
box_of_cookies,jtalxs,no_grasp,704,0,1.5,
box_of_cookies,levwda,no_grasp,784,0,1.5,
box_of_cookies,lwhbid,no_grasp,400,0,1.5,
box_of_cookies,nirfva,no_grasp,736,0,1.5,
box_of_cookies,nnfisz,no_grasp,672,0,1.5,
box_of_cookies,ohhshb,no_grasp,720,0,1.5,
box_of_cookies,qkzrdd,graspable,864,35,41.3,i=156 z_rise=0.052
box_of_cookies,sjcnoq,no_grasp,640,0,1.5,
box_of_cookies,swilxz,no_candidates,0,0,1.5,
box_of_corn_flakes,zbwzkq,graspable,800,4,6.9,i=124 z_rise=0.040
box_of_crackers,cmdigf,graspable,720,4,6.3,i=21 z_rise=0.077
box_of_cream,njrpai,no_grasp,496,101,107.1,
box_of_flour,ylezpk,no_candidates,0,0,1.5,
box_of_fruit,jsgbcz,too_large,0,0,0.0,too_large(max_dim=0.53m)
box_of_fruit,jzfgwc,too_large,0,0,0.0,too_large(max_dim=0.58m)
box_of_granola_bars,awombj,graspable,80,1,3.3,i=3 z_rise=0.075
box_of_granola_bars,bqeeki,graspable,160,1,3.3,i=0 z_rise=0.079
box_of_granola_bars,tqwhvz,graspable,96,1,3.2,i=1 z_rise=0.081
box_of_ice_cream,joizft,graspable,624,4,6.7,i=88 z_rise=0.469
box_of_lasagna,oaonbr,graspable,496,1,3.1,i=2 z_rise=0.062
box_of_lemons,suhxjl,no_grasp,688,150,164.0,
box_of_milk,ahmgjv,no_candidates,0,0,1.5,
box_of_oatmeal,jtqeef,graspable,848,11,14.3,i=167 z_rise=0.073
box_of_oatmeal,rabeel,graspable,752,1,3.5,i=1 z_rise=0.081
box_of_oatmeal,zkggxm,no_candidates,0,0,1.5,
box_of_raspberries,rxvopf,graspable,560,5,9.6,i=22 z_rise=0.077
box_of_rice,fvulow,graspable,672,1,3.1,i=3 z_rise=0.055
box_of_rice,pstqvm,graspable,624,26,35.3,i=67 z_rise=0.058
box_of_rice,yyheuw,graspable,592,3,5.1,i=3 z_rise=0.057
box_of_rum,lnjbjj,no_candidates,0,0,1.4,
box_of_rum,lvruzr,no_candidates,0,0,1.5,
box_of_rum,tumgbj,no_candidates,0,0,13.5,
box_of_rum,xlhqjr,no_candidates,0,0,1.4,
box_of_sake,abpqcs,no_candidates,0,0,1.4,
box_of_sake,azjfky,no_candidates,0,0,1.5,
box_of_sake,hxrhoc,no_candidates,0,0,1.4,
box_of_sake,iohsjz,no_grasp,32,0,1.5,
box_of_sake,ojvfmv,no_candidates,0,0,1.5,
box_of_sake,qfrurx,no_candidates,0,0,1.4,
box_of_sake,rczpdw,no_candidates,0,0,1.4,
box_of_sake,tuzwhy,no_candidates,0,0,1.5,
box_of_sanitary_napkins,acaivd,graspable,352,1,3.2,i=1 z_rise=0.061
box_of_sanitary_napkins,arqcyu,graspable,384,3,5.7,i=3 z_rise=0.049
box_of_sanitary_napkins,cmnpuv,graspable,416,4,6.2,i=4 z_rise=0.064
box_of_sanitary_napkins,humkqw,graspable,480,4,6.2,i=8 z_rise=0.057
box_of_sanitary_napkins,mxdefq,graspable,480,1,3.2,i=1 z_rise=0.064
box_of_sanitary_napkins,skltgp,graspable,432,2,4.8,i=7 z_rise=0.082
box_of_sanitary_napkins,tkrzkb,graspable,400,5,7.2,i=12 z_rise=0.077
box_of_sanitary_napkins,ykpeja,graspable,432,1,3.2,i=2 z_rise=0.059
box_of_sanitary_napkins,zqinib,graspable,416,5,7.9,i=6 z_rise=0.077
box_of_shampoo,bclpiq,graspable,464,5,7.9,i=7 z_rise=0.042
box_of_shampoo,jccyom,graspable,592,4,6.9,i=6 z_rise=0.073
box_of_shampoo,nijidu,graspable,560,2,5.0,i=6 z_rise=0.041
box_of_shampoo,tzghev,graspable,864,6,9.5,i=12 z_rise=0.103
box_of_takeout,bvcopi,no_grasp,224,33,36.4,
box_of_tissues,ntbrtz,no_grasp,448,0,1.5,
box_of_tissues,uglbjc,graspable,352,2,4.2,i=27 z_rise=0.043
box_of_tissues,xwstls,no_grasp,416,0,1.5,
box_of_tissues,zutrxn,no_grasp,464,0,1.5,
box_of_vegetable_juice,jsnnlv,graspable,448,3,5.7,i=5 z_rise=0.043
box_of_vegetable_juice,qgjdbn,graspable,528,1,3.1,i=0 z_rise=0.072
box_of_wagashi,mlmrwy,no_grasp,656,0,1.5,
box_of_whiskey,ftapxo,graspable,672,62,83.1,i=156 z_rise=0.041
box_of_whiskey,hawwyv,graspable,656,11,16.0,i=38 z_rise=0.086
box_of_whiskey,jcuvit,graspable,672,6,10.1,i=16 z_rise=0.069
box_of_whiskey,noptlp,graspable,640,19,28.0,i=35 z_rise=0.115
box_of_whiskey,wiupey,graspable,704,4,6.9,i=7 z_rise=0.185
box_of_yogurt,jkemqc,graspable,480,41,46.4,i=152 z_rise=0.043
box_of_yogurt,jtjcrx,no_grasp,48,14,14.5,
box_of_yogurt,thxfjq,no_candidates,0,0,1.5,
box_of_yogurt,znhjgm,graspable,528,2,4.2,i=12 z_rise=0.041
boxed_cake,yjazet,no_grasp,432,0,1.5,
boxed_cpu_board,xlqvil,graspable,576,3,7.4,i=7 z_rise=0.144
boxed_ink_cartridge,ltblou,no_grasp,176,13,14.7,
boxed_ink_cartridge,oepuip,graspable,384,17,21.3,i=281 z_rise=0.070
boxed_ink_cartridge,oinelo,no_grasp,352,62,66.6,
boxed_router,dsgtpk,no_candidates,0,0,2.1,
boxers,uwzqxm,graspable,528,2,5.5,i=22 z_rise=0.059
boxing_gloves,jlfuaf,graspable,368,14,20.2,i=40 z_rise=0.240
bra,uaidmc,no_grasp,32,13,14.9,
bracelet,thqqmo,no_grasp,336,125,135.0,
branch,ijgexf,too_large,0,0,0.0,too_large(max_dim=1.25m)
bratwurst,pqfrrn,graspable,1024,9,12.0,i=36 z_rise=0.069
bratwurst,wuyflp,graspable,1008,5,7.6,i=9 z_rise=0.083
bread_slice,pfggnm,no_grasp,512,30,32.4,
bread_slice,pgzsxe,no_grasp,512,62,64.9,
bread_slice,yedlgq,no_grasp,560,25,27.7,
bread_slice,yremdf,graspable,464,11,14.3,i=120 z_rise=0.067
breakfast_table,bhszwe,too_large,0,0,0.0,too_large(max_dim=1.76m)
breakfast_table,bmnubh,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,dcdtsr,too_large,0,0,0.0,too_large(max_dim=2.27m)
breakfast_table,hggsao,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,hmzwxn,too_large,0,0,0.0,too_large(max_dim=1.21m)
breakfast_table,iaritq,too_large,0,0,0.0,too_large(max_dim=0.75m)
breakfast_table,idnnmz,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,jcqdlx,too_large,0,0,0.0,too_large(max_dim=1.80m)
breakfast_table,jruvif,too_large,0,0,0.0,too_large(max_dim=1.37m)
breakfast_table,kpwegp,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,kwmfdg,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,lcsizg,too_large,0,0,0.0,too_large(max_dim=1.14m)
breakfast_table,lnwggc,too_large,0,0,0.0,too_large(max_dim=0.75m)
breakfast_table,lwtcfh,too_large,0,0,0.0,too_large(max_dim=1.07m)
breakfast_table,mwsyqb,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,nvoqyl,too_large,0,0,0.0,too_large(max_dim=1.20m)
breakfast_table,pdpkuw,too_large,0,0,0.0,too_large(max_dim=1.54m)
breakfast_table,pllvrt,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,qjiray,too_large,0,0,0.0,too_large(max_dim=3.30m)
breakfast_table,rhjoby,too_large,0,0,0.0,too_large(max_dim=2.90m)
breakfast_table,rjgmmy,too_large,0,0,0.0,too_large(max_dim=0.94m)
breakfast_table,sfxqtk,too_large,0,0,0.0,too_large(max_dim=0.75m)
breakfast_table,skczfi,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,uhrsex,too_large,0,0,0.0,too_large(max_dim=1.19m)
breakfast_table,wdbwhc,too_large,0,0,0.0,too_large(max_dim=0.91m)
breakfast_table,wnrior,too_large,0,0,0.0,too_large(max_dim=1.58m)
breakfast_table,xftrki,too_large,0,0,0.0,too_large(max_dim=1.49m)
breakfast_table,yaanqr,too_large,0,0,0.0,too_large(max_dim=1.10m)
breakfast_table,yclkbw,too_large,0,0,0.0,too_large(max_dim=3.50m)
breakfast_table,ylykeh,too_large,0,0,0.0,too_large(max_dim=2.00m)
breakfast_table,ytelxk,too_large,0,0,0.0,too_large(max_dim=2.30m)
breakfast_table,zypvuv,too_large,0,0,0.0,too_large(max_dim=1.18m)
briefcase,fdpjtj,graspable,768,17,23.8,i=250 z_rise=0.057
briefcase,haecvf,no_grasp,48,7,9.0,
briefcase,lwbctq,graspable,144,11,17.1,i=29 z_rise=0.054
briefcase,ohelib,graspable,864,4,7.9,i=45 z_rise=0.056
briefcase,psvdau,graspable,640,14,17.9,i=254 z_rise=0.098
briefcase,rxvbea,graspable,448,2,8.7,i=8 z_rise=0.098
briefcase,uquevd,graspable,832,40,42.0,i=235 z_rise=0.053
brisket,nnnnqw,no_grasp,384,50,53.5,
brisket,wzcycr,no_grasp,480,66,70.7,
broccoli,wsxavx,no_grasp,64,23,27.2,
broccoli_rabe,ushqbz,graspable,448,79,83.6,i=261 z_rise=0.073
broccolini,rlsytp,graspable,384,55,61.4,i=200 z_rise=0.071
broken_glass,beltgg,graspable,544,18,22.2,i=83 z_rise=0.061
broken_glass,rvpgpt,graspable,240,9,12.2,i=19 z_rise=0.064
broken_light_bulb,cugtye,no_grasp,96,28,37.7,
broom,tpyvbt,graspable,112,5,8.0,i=7 z_rise=0.071
brown_rice_sack,pbvpua,graspable,320,15,33.4,i=37 z_rise=0.198
brown_sugar_sack,uftzyo,graspable,336,68,121.1,i=176 z_rise=0.088
brownie,vqgqja,graspable,464,13,16.5,i=64 z_rise=0.052
brussels_sprouts,hkwyzk,graspable,400,12,15.1,i=46 z_rise=0.077
brussels_sprouts,mbkrxe,no_grasp,32,10,12.3,
brussels_sprouts,siodbb,graspable,464,4,6.8,i=23 z_rise=0.078
brussels_sprouts,vdamtq,no_grasp,16,5,7.1,
bucket,bdhvnt,graspable,304,17,29.9,i=62 z_rise=0.046
bucket,lsmlzi,graspable,352,3,8.0,i=6 z_rise=0.078
bucket,wlilma,graspable,16,3,7.6,i=8 z_rise=0.048
bucket_of_paint,gjjugj,no_grasp,16,0,2.0,
bucket_of_paint,mxyrzd,no_grasp,224,29,31.8,
bucket_of_paint,qbqche,graspable,192,3,7.2,i=13 z_rise=0.245
bucket_of_paint,ycnaho,graspable,448,37,49.5,i=102 z_rise=0.048
bulldog_clip,cqxnkn,no_candidates,0,0,2.1,
bulletin_board,ayaoal,too_large,0,0,0.0,too_large(max_dim=1.08m)
bulletin_board,rjlpsy,too_large,0,0,0.0,too_large(max_dim=1.07m)
bunch_of_bananas,mxnwwk,graspable,1056,5,10.6,i=13 z_rise=0.208
bunk_bed,hkmwyc,too_large,0,0,0.0,too_large(max_dim=2.00m)
bunk_bed,sunfhf,too_large,0,0,0.0,too_large(max_dim=2.02m)
bunk_bed,sztpse,too_large,0,0,0.0,too_large(max_dim=1.93m)
bunk_bed,xhegju,too_large,0,0,0.0,too_large(max_dim=2.03m)
buret,naqnom,too_large,0,0,0.0,too_large(max_dim=0.81m)
buret_clamp,gknfxt,too_large,0,0,0.0,too_large(max_dim=0.58m)
buret_clamp,jkzyfr,too_large,0,0,0.0,too_large(max_dim=0.59m)
buret_clamp,pflmbv,too_large,0,0,0.0,too_large(max_dim=0.58m)
burlap_bag,endfho,graspable,480,3,9.7,i=7 z_rise=0.057
burlap_bag,hlqrxm,graspable,416,1,4.7,i=0 z_rise=0.057
burner,lfyqat,too_large,0,0,0.0,too_large(max_dim=0.70m)
burner,mdanhg,too_large,0,0,0.0,too_large(max_dim=0.81m)
burner,mjvqii,too_large,0,0,0.0,too_large(max_dim=0.81m)
burner,pmntxh,too_large,0,0,0.0,too_large(max_dim=0.70m)
burrito,mqjwjq,graspable,624,21,24.2,i=91 z_rise=0.065
bush,albnbz,too_large,0,0,0.0,too_large(max_dim=1.59m)
bush,bqdskl,too_large,0,0,0.0,too_large(max_dim=1.09m)
bush,cwsigt,too_large,0,0,0.0,too_large(max_dim=2.60m)
bush,dsjegk,too_large,0,0,0.0,too_large(max_dim=1.16m)
bush,ebuvur,too_large,0,0,0.0,too_large(max_dim=1.67m)
bush,frqici,too_large,0,0,0.0,too_large(max_dim=6.97m)
bush,hnzfgt,too_large,0,0,0.0,too_large(max_dim=2.62m)
bush,hobkxy,too_large,0,0,0.0,too_large(max_dim=0.53m)
bush,hqlggp,no_grasp,928,167,172.1,
bush,jivsft,too_large,0,0,0.0,too_large(max_dim=1.27m)
bush,jonbyb,too_large,0,0,0.0,too_large(max_dim=1.30m)
bush,jylruu,too_large,0,0,0.0,too_large(max_dim=1.09m)
bush,kjakgd,too_large,0,0,0.0,too_large(max_dim=7.65m)
bush,knspbi,too_large,0,0,0.0,too_large(max_dim=1.45m)
bush,kyghri,too_large,0,0,0.0,too_large(max_dim=2.07m)
bush,lcktfs,too_large,0,0,0.0,too_large(max_dim=1.28m)
bush,lfyqkj,too_large,0,0,0.0,too_large(max_dim=1.43m)
bush,llcsvc,too_large,0,0,0.0,too_large(max_dim=1.27m)
bush,nhorlu,too_large,0,0,0.0,too_large(max_dim=1.16m)
bush,oedeqi,too_large,0,0,0.0,too_large(max_dim=4.74m)
bush,pjhpwk,too_large,0,0,0.0,too_large(max_dim=3.93m)
bush,rkxgdi,too_large,0,0,0.0,too_large(max_dim=1.38m)
bush,ujrbvp,too_large,0,0,0.0,too_large(max_dim=1.31m)
bush,vxulvs,too_large,0,0,0.0,too_large(max_dim=1.59m)
bush,waafqw,too_large,0,0,0.0,too_large(max_dim=1.35m)
