category,model,status,n_candidates,n_held,elapsed_s,note,clutter_target,stack_flat_target,liquid_target,food_transfer_target,table_obstacle,wide_opening_container
half_chicken_tender,zzwgnh,not_ready,0,0,0.0,max_dim=0.051,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chicken_wing,jwklle,graspable,200,5,14.6,max_dim=0.128,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chicken_wing,oovdww,graspable,200,5,12.3,max_dim=0.123,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chili,lggdek,graspable,200,5,15.4,max_dim=0.020,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_chili,nidjog,graspable,200,5,11.5,max_dim=0.022,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_chives,andiol,graspable,200,5,10.9,max_dim=0.095,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_chives,gxvaot,graspable,200,5,12.6,max_dim=0.140,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_chocolate_biscuit,llipgq,not_ready,0,0,0.0,max_dim=0.073,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chocolate_biscuit,owycyc,not_ready,0,0,0.0,max_dim=0.073,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chocolate_cake,acvxyw,graspable,200,5,15.0,max_dim=0.075,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chocolate_cake,fbwkko,graspable,200,5,11.0,max_dim=0.073,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chocolate_chip_cookie,dajnau,graspable,200,5,15.0,max_dim=0.104,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chocolate_chip_cookie,nvtssz,graspable,200,5,13.9,max_dim=0.104,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chocolate_cookie_dough,jpknaw,not_ready,0,0,0.0,max_dim=0.200,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_chocolate_cookie_dough,qpfajx,not_ready,0,0,0.0,max_dim=0.199,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_chorizo,jxoccq,graspable,200,5,32.1,max_dim=0.119,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_chorizo,zzfehg,graspable,200,5,36.0,max_dim=0.117,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_cinnamon_roll,mijkzq,not_ready,0,0,0.0,max_dim=0.066,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_cinnamon_roll,tmlned,not_ready,0,0,0.0,max_dim=0.066,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_club_sandwich,qkhepd,graspable,200,5,15.8,max_dim=0.201,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_club_sandwich,yfdldg,graspable,200,5,11.7,max_dim=0.199,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_coconut_fruit,nnankv,graspable,200,5,28.5,max_dim=0.141,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_coconut_fruit,txtabm,graspable,200,5,23.5,max_dim=0.139,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_cold_cuts,khcjog,graspable,200,5,13.1,max_dim=0.040,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_cold_cuts,qhmncb,graspable,200,5,12.8,max_dim=0.041,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_cookie_dough,gcnxkb,not_ready,0,0,0.0,max_dim=0.200,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_cookie_dough,gqgssp,not_ready,0,0,0.0,max_dim=0.199,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_crab,cwmejr,graspable,200,5,21.8,max_dim=0.103,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_crab,fuijbr,graspable,200,5,32.4,max_dim=0.161,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_crawfish,gevixr,graspable,200,5,10.7,max_dim=0.044,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_crawfish,mddfjg,graspable,200,5,11.0,max_dim=0.066,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_croissant,xryfwy,not_ready,0,0,0.0,max_dim=0.118,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_croissant,ytowpu,not_ready,0,0,0.0,max_dim=0.118,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_cucumber,kyadrk,graspable,200,5,10.4,max_dim=0.069,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_cucumber,wkhmhs,graspable,200,5,12.8,max_dim=0.073,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_cupcake,ofuznw,not_ready,0,0,0.0,max_dim=0.096,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_cupcake,opuxgd,not_ready,0,0,0.0,max_dim=0.096,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_date,ltedqu,graspable,200,5,13.9,max_dim=0.024,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_date,yjxvou,graspable,200,5,10.8,max_dim=0.021,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_doughnut,qcuowh,not_ready,0,0,0.0,max_dim=0.096,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_doughnut,qhhrmz,not_ready,0,0,0.0,max_dim=0.095,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_dried_apricot,bfukml,graspable,200,5,11.1,max_dim=0.040,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_dried_apricot,hzqpmr,graspable,200,5,10.4,max_dim=0.039,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_duck,dutyih,graspable,200,5,18.2,max_dim=0.293,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_duck,ztppla,graspable,200,4,102.4,max_dim=0.308,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_durian,menivf,not_ready,0,0,0.0,max_dim=0.116,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_durian,qqnxxi,not_ready,0,0,0.0,max_dim=0.114,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_edible_cookie_dough,jkqazq,not_ready,0,0,0.0,max_dim=0.200,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_edible_cookie_dough,zgxapd,not_ready,0,0,0.0,max_dim=0.199,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_eggplant,jkcyap,graspable,200,5,38.1,max_dim=0.201,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_eggplant,splzyb,graspable,200,5,63.7,max_dim=0.201,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_enchilada,cgrjfr,not_ready,0,0,0.0,max_dim=0.102,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_enchilada,yyikja,not_ready,0,0,0.0,max_dim=0.102,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_fennel,evyukc,graspable,200,5,11.2,max_dim=0.114,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_fennel,qkpvje,graspable,200,5,20.1,max_dim=0.126,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_feta,lgoiop,graspable,200,5,30.4,max_dim=0.176,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_feta,wvcjbm,graspable,200,5,54.2,max_dim=0.180,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_fillet,cyvqdj,graspable,200,5,20.7,max_dim=0.099,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_fillet,gpkgzv,graspable,200,5,19.2,max_dim=0.092,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_french_fries,aorizk,graspable,200,5,34.7,max_dim=0.043,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_french_fries,omohpk,graspable,200,5,11.4,max_dim=0.040,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_french_toast,enjjdg,graspable,200,5,19.1,max_dim=0.178,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_french_toast,rqsxvo,graspable,200,5,17.9,max_dim=0.179,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_fried_chicken,axoton,not_ready,0,0,0.0,max_dim=0.050,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_fried_chicken,emcign,not_ready,0,0,0.0,max_dim=0.045,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_fruitcake,oknupa,graspable,200,5,19.2,max_dim=0.218,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_fruitcake,trfmog,graspable,200,5,47.5,max_dim=0.227,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_garlic,ategou,graspable,200,5,11.0,max_dim=0.067,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_garlic,xhyczf,graspable,200,5,10.7,max_dim=0.067,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_garlic_bread,smddfo,not_ready,0,0,0.0,max_dim=0.193,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_garlic_bread,vipzpb,not_ready,0,0,0.0,max_dim=0.143,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_garlic_clove,msoqxk,graspable,200,5,12.0,max_dim=0.014,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_garlic_clove,rpypsx,graspable,200,5,14.6,max_dim=0.016,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_gelatin,eewkyp,not_ready,0,0,0.0,max_dim=0.019,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_gelatin,sggmch,not_ready,0,0,0.0,max_dim=0.020,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_ginger_root,lqubed,graspable,200,5,10.2,max_dim=0.065,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_ginger_root,owzxwo,graspable,200,5,12.6,max_dim=0.058,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_gingerbread,setrds,graspable,200,5,24.1,max_dim=0.161,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_gingerbread,ststrq,graspable,200,5,39.7,max_dim=0.161,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_gooseberry,aumjui,graspable,200,5,23.0,max_dim=0.013,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_gooseberry,rdytpz,graspable,200,5,13.5,max_dim=0.013,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_gourd,ayuaqn,graspable,200,5,18.1,max_dim=0.120,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_gourd,ogtwwu,graspable,200,5,17.4,max_dim=0.120,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_granola_bar,nwmasa,graspable,200,5,11.0,max_dim=0.053,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_granola_bar,xsprnc,graspable,200,5,9.9,max_dim=0.053,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_grapefruit,fwtaoe,graspable,200,5,12.1,max_dim=0.110,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_grapefruit,mnbbgc,graspable,200,5,12.3,max_dim=0.109,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_green_bean,exrkaw,not_ready,0,0,0.0,max_dim=0.078,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_green_bean,qqucst,not_ready,0,0,0.0,max_dim=0.077,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_green_onion,oecniy,graspable,200,5,9.7,max_dim=0.089,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_green_onion,qvdvcz,graspable,200,5,18.4,max_dim=0.196,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_ham_hock,bbthbd,graspable,200,5,13.4,max_dim=0.115,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_ham_hock,fuatid,graspable,200,5,12.4,max_dim=0.117,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_hamburger,daxrmw,graspable,200,5,11.1,max_dim=0.108,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hamburger,rmxdcq,graspable,200,5,9.9,max_dim=0.108,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hamburger_bun,ailrka,graspable,200,5,11.8,max_dim=0.087,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hamburger_bun,sjtieq,graspable,200,5,11.0,max_dim=0.086,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hard_boiled_egg,zznlne,graspable,200,5,11.2,max_dim=0.059,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hazelnut,tmfnmp,graspable,200,5,10.4,max_dim=0.023,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_hazelnut,yvbqxq,graspable,200,5,13.4,max_dim=0.024,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_head_cabbage,dwdrej,graspable,200,5,40.5,max_dim=0.148,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_head_cabbage,wpebpb,graspable,200,5,54.8,max_dim=0.148,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hotdog,nqxnic,graspable,200,5,10.4,max_dim=0.086,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hotdog,tliqic,graspable,200,5,12.8,max_dim=0.087,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hotdog_bun,vsrkqf,graspable,200,5,10.8,max_dim=0.084,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hotdog_bun,znjcve,graspable,200,5,11.2,max_dim=0.085,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hotdog_frank,jvnabz,graspable,200,5,13.0,max_dim=0.079,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_hotdog_frank,stklgn,graspable,200,5,11.8,max_dim=0.079,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_kabob,eormcp,not_ready,0,0,0.0,max_dim=0.068,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_kabob,oeeitd,not_ready,0,0,0.0,max_dim=0.064,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_kale,fbthmv,graspable,200,5,10.5,max_dim=0.058,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_kale,ysmhhp,graspable,200,5,10.0,max_dim=0.057,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_kielbasa,atdozq,graspable,200,5,15.4,max_dim=0.090,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_kielbasa,vlwhby,graspable,200,5,17.4,max_dim=0.090,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_kiwi,ukwism,graspable,200,5,10.2,max_dim=0.099,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lamb,edwejx,graspable,200,5,16.9,max_dim=0.099,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_lamb,pqjbfz,graspable,200,5,25.5,max_dim=0.141,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_leaf,mavsmd,graspable,200,5,14.4,max_dim=0.104,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
half_leaf,yievsk,graspable,200,5,17.0,max_dim=0.130,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
half_leek,oxkjob,graspable,200,5,29.3,max_dim=0.152,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_leek,qyhvrf,graspable,200,5,35.5,max_dim=0.160,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_lemon,wouoym,graspable,200,5,9.9,max_dim=0.071,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lettuce,kdpjuz,graspable,200,5,34.5,max_dim=0.191,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lettuce,onrtmg,graspable,200,5,36.6,max_dim=0.188,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lime,dtyjkb,graspable,200,5,9.8,max_dim=0.060,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lime,iwjqqq,graspable,200,5,10.4,max_dim=0.060,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lime,jnbwpy,not_ready,0,0,0.0,max_dim=0.057,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lime,mxmmcp,graspable,200,5,9.9,max_dim=0.060,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lime,wdadtn,graspable,200,5,9.9,max_dim=0.060,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_lobster,mdxjdk,graspable,200,5,21.3,max_dim=0.362,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_lobster,nazfrs,graspable,200,5,20.5,max_dim=0.180,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_log,bbieuz,no_grasp,200,0,77.8,max_dim=0.446,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
half_log,rvtvqc,no_grasp,200,0,83.8,max_dim=0.443,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
half_macaroon,gafeof,not_ready,0,0,0.0,max_dim=0.050,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_macaroon,znmffr,not_ready,0,0,0.0,max_dim=0.050,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_mango,jywliv,graspable,200,5,80.4,max_dim=0.119,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_mango,qzgjym,graspable,200,5,13.3,max_dim=0.114,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_marshmallow,pdyexe,graspable,200,5,10.2,max_dim=0.062,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_marshmallow,tcsuum,graspable,200,5,10.9,max_dim=0.062,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_meat_loaf,qeqtna,graspable,200,5,21.9,max_dim=0.139,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_meat_loaf,rdxyfn,graspable,200,5,32.8,max_dim=0.136,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_meatball,nqprdu,graspable,200,5,12.2,max_dim=0.034,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_meatball,xmepzb,graspable,200,5,12.5,max_dim=0.034,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_mozzarella,luofri,not_ready,0,0,0.0,max_dim=0.057,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_mozzarella,yflmjs,not_ready,0,0,0.0,max_dim=0.059,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_muffin,ubimyt,not_ready,0,0,0.0,max_dim=0.086,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_muffin,ypzhst,not_ready,0,0,0.0,max_dim=0.086,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_mushroom,xeodai,graspable,200,5,10.5,max_dim=0.030,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_mustard_leaf,amrhdm,graspable,200,5,18.9,max_dim=0.025,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_mustard_leaf,zwbunc,graspable,200,5,14.4,max_dim=0.027,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_nectarine,glfyoh,graspable,200,5,9.7,max_dim=0.078,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_nectarine,uoechx,graspable,200,5,10.9,max_dim=0.079,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_olive,dghwop,not_ready,0,0,0.0,max_dim=0.022,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_olive,mkchji,not_ready,0,0,0.0,max_dim=0.022,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_omelet,eokxzc,graspable,200,5,50.7,max_dim=0.214,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_omelet,kkctir,graspable,200,5,87.1,max_dim=0.218,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_orange,yloghd,graspable,200,5,9.9,max_dim=0.084,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_oyster,dakxdo,graspable,200,5,18.8,max_dim=0.110,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_oyster,ssiqcq,graspable,200,5,16.1,max_dim=0.107,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_papaya,gbrakc,graspable,200,5,32.0,max_dim=0.160,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_papaya,hgjdxq,graspable,200,5,19.0,max_dim=0.160,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_parsley,zfzedo,not_ready,0,0,0.0,max_dim=0.027,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_parsley,zgpzbo,not_ready,0,0,0.0,max_dim=0.025,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_parsnip,quszcu,graspable,200,5,14.8,max_dim=0.126,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_parsnip,rkbfvr,graspable,200,5,32.3,max_dim=0.123,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pastry,ilugji,not_ready,0,0,0.0,max_dim=0.192,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pastry,izfobj,not_ready,0,0,0.0,max_dim=0.191,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_peach,orowgl,graspable,200,5,10.3,max_dim=0.090,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pear,mqvgcg,graspable,200,5,12.5,max_dim=0.124,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_peppermint,bqhvim,graspable,200,5,22.3,max_dim=0.012,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_peppermint,nfqgyt,graspable,200,5,35.8,max_dim=0.013,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_peppermint_candy,vbqbxd,graspable,200,5,9.9,max_dim=0.078,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_peppermint_candy,zizhcl,graspable,200,5,12.9,max_dim=0.076,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_pepperoni,euthxy,graspable,200,5,10.2,max_dim=0.041,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pepperoni,nworyk,graspable,200,5,13.1,max_dim=0.040,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pickle,enuftv,graspable,200,5,12.2,max_dim=0.063,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pickle,rmvuqm,graspable,200,5,10.2,max_dim=0.053,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pineapple,jizmyh,graspable,200,5,10.2,max_dim=0.214,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pineapple,zympwt,graspable,200,5,10.7,max_dim=0.107,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pita,fmkiep,not_ready,0,0,0.0,max_dim=0.251,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pita,mhwlwr,not_ready,0,0,0.0,max_dim=0.250,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pizza,frlqiv,graspable,200,5,20.3,max_dim=0.469,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pizza,jghsom,graspable,200,5,49.1,max_dim=0.473,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pizza_dough,spvbal,not_ready,0,0,0.0,max_dim=0.316,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_pizza_dough,xzkcwu,not_ready,0,0,0.0,max_dim=0.316,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_plum,dsybez,graspable,200,5,12.8,max_dim=0.061,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pomegranate,tbwsgm,graspable,200,5,11.4,max_dim=0.072,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pomegranate,vqybii,graspable,200,5,11.5,max_dim=0.093,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pomelo,qecwzm,graspable,200,5,9.9,max_dim=0.071,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pork,plzhze,graspable,200,5,10.6,max_dim=0.064,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_pork,zkyxzt,graspable,200,5,10.7,max_dim=0.063,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_pork_chop,iyrjhs,graspable,200,5,17.3,max_dim=0.123,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pork_chop,slvayf,graspable,200,5,10.1,max_dim=0.110,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pork_rib,pwbysl,not_ready,0,0,0.0,max_dim=0.102,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_pork_rib,xnujmn,not_ready,0,0,0.0,max_dim=0.122,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
half_potato,qcnoim,not_ready,0,0,0.0,max_dim=0.137,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_potato,qktjci,not_ready,0,0,0.0,max_dim=0.137,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pretzel,qlajrx,graspable,200,5,23.8,max_dim=0.196,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pretzel,sexafo,not_ready,0,0,0.0,max_dim=0.192,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_prosciutto,cqlboj,graspable,200,5,19.4,max_dim=0.203,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_prosciutto,lchtrf,graspable,200,5,16.3,max_dim=0.191,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pumpkin,mfoylv,graspable,200,5,11.8,max_dim=0.149,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_pumpkin,mjeocr,graspable,200,5,12.9,max_dim=0.149,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
half_quail_breast,wkprti,graspable,200,5,11.8,max_dim=0.085,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
